,supervoxel_id,root_id,pos_x,pos_y,pos_z,soma_x,soma_y,soma_z,nucleus_id,flow,super_class,cell_class,cell_sub_class,supertype,cell_type,hemibrain_type,ito_lee_hemilineage,hartenstein_hemilineage,top_nt,top_nt_conf,known_nt,known_nt_source,side,nerve,vfb_id,fbbt_id,status,dimorphism,matching_notes,fru_dsx,synonyms
108648,7.61439982596222e+16,720575940620183381,79913.0,81429.0,4622.0,71704.0,86968.0,3666.0,1360969.0,intrinsic,optic,ME>LO,,,Tm5d,,,,glutamate,0.658484401392914,glutamate,"Nern et al., 2024 (EASI-FISH)",left,,fw108708,,,isomorphic,,,
109534,8.32497981783195e+16,720575940628306408,183881.0,59657.0,3584.0,184232.0,54432.0,2353.0,7669278.0,intrinsic,optic,ME>LO.LOP,,,TmY11,,,,acetylcholine,0.840405242515741,acetylcholine,Varija Raghu et al. 2011 (MARCM),right,,fw109597,,,isomorphic,,,
110178,7.42430801612829e+16,720575940629329738,52222.0,66270.0,5118.0,45192.0,68128.0,5474.0,597074.0,intrinsic,optic,ME,columnar,,Mi4,,,,gaba,0.850710267553122,"gaba, nitric oxide","Davis et al., 2020 (TAPIN)",left,,fw110240,,,isomorphic,,,
111721,7.45237992903853e+16,720575940630554412,56524.0,55301.0,5295.0,52744.0,61936.0,3258.0,924181.0,intrinsic,optic,LA>ME,L1-5,,L3,,,,acetylcholine,0.844257244595933,acetylcholine,"Davis et al., 2020 (TAPIN)",left,,fw111793,FBbt_00003720,,isomorphic,,,
113122,7.69881485797963e+16,720575940640180541,92232.0,76808.0,6277.0,92232.0,76808.0,6277.0,2147658.0,intrinsic,optic,LOP>ME.LO,,,Y11,,,,glutamate,0.657384694148262,glutamate,"Nern et al., 2024 (EASI-FISH)",left,,fw113202,,,isomorphic,,,
113861,8.29674988361501e+16,720575940627582525,179792.0,47016.0,5481.0,179792.0,47016.0,5481.0,7384547.0,intrinsic,optic,ME>LOP,,,T4d,,,,acetylcholine,0.465386244250403,acetylcholine,Takemura et al. 2011 (RT-PCR),right,,fw113942,,,isomorphic,,,
114175,8.21955726851394e+16,720575940617175669,167864.0,78648.0,3126.0,167864.0,78648.0,3126.0,7165231.0,intrinsic,optic,LO,,,Li05,,,,acetylcholine,0.857795778240374,,,right,,fw114256,,,isomorphic,,,
114278,7.67066045478501e+16,720575940644227528,88944.0,76024.0,3602.0,88944.0,76024.0,3602.0,1952868.0,intrinsic,optic,ME,tangential,,Sm19,,,,acetylcholine,0.374677550229934,,,left,,fw114359,,,isomorphic,,,
114608,7.52279677688485e+16,720575940629971791,66826.0,62412.0,5560.0,42992.0,67240.0,5153.0,586653.0,intrinsic,optic,ME>LO,,,Tm16,,,,acetylcholine,0.831629211557043,acetylcholine,"Nern et al., 2024 (EASI-FISH)",left,,fw114689,,,isomorphic,,,
114968,7.58614241065369e+16,720575940618314937,76651.0,64141.0,6938.0,76528.0,64376.0,6907.0,1540455.0,intrinsic,optic,LO>LOP,,,T5b,,,,acetylcholine,0.567995522487956,acetylcholine; acetylcholine,Mauss et al. 2014 (immuno); Shinomiya et al. 2014 (RT-PCR),left,,fw115050,,,isomorphic,,,
115284,8.40251603027761e+16,720575940618910621,194661.0,78635.0,5617.0,192888.0,77992.0,5894.0,7935401.0,intrinsic,optic,ME>LOP,,,T4a,,,,acetylcholine,0.729541408222931,acetylcholine,Takemura et al. 2011 (RT-PCR),right,,fw115368,,,isomorphic,,,
117058,8.4026191094357e+16,720575940624016362,194757.0,94252.0,5188.0,189960.0,91736.0,5389.0,7959974.0,intrinsic,optic,ME>LO,,,Tm4,,,,acetylcholine,0.803272306927654,acetylcholine,"Davis et al., 2020 (TAPIN)",right,,fw117146,,,isomorphic,,,
117943,7.51567054700629e+16,720575940623777930,65960.0,48938.0,3975.0,69432.0,48136.0,3744.0,1276827.0,intrinsic,optic,ME,,,Dm3p,,,,glutamate,0.632186746267499,glutamate,"Davis et al., 2020 (TAPIN)",left,,fw118032,,,isomorphic,,,
118086,8.48688293183035e+16,720575940613299882,207531.0,67300.0,5382.0,213768.0,68256.0,5274.0,8875344.0,intrinsic,optic,ME>LO.LOP,,,TmY9q,,,,acetylcholine,0.85278304620026,,,right,,fw118175,,,isomorphic,,,
118503,7.47356612361729e+16,720575940621118293,60189.0,66328.0,3985.0,68936.0,68448.0,2944.0,1331270.0,intrinsic,optic,ME>LA,,,Lawf2,,,,acetylcholine,0.913097662253847,"acetylcholine, nitric oxide","Davis et al., 2020 (TAPIN)",left,,fw118591,,,isomorphic,,,
118688,7.42434236241521e+16,720575940635066263,53125.0,71316.0,3894.0,57848.0,76464.0,2988.0,1141679.0,intrinsic,optic,LA>ME,L1-5,,L4,,,,acetylcholine,0.38798562829686,acetylcholine,"Davis et al., 2020 (TAPIN)",left,,fw118777,FBbt_00003722,,isomorphic,,,
120054,7.59316553447552e+16,720575940615012775,77013.0,62580.0,6518.0,53472.0,70336.0,4358.0,938468.0,intrinsic,optic,LOP,,,LPi09,,,,gaba,0.533070425832237,,,left,,fw120147,,,isomorphic,,,
120091,8.37447846360207e+16,720575940631641851,191069.0,95498.0,3814.0,200248.0,96248.0,3864.0,8250071.0,intrinsic,optic,ME>LA,,,T1,,,,gaba,0.417516113759327,"acetylcholine-negative, glutamate-negative, gaba-negative, dopamine-negative, serotonin-negative, octopamine-negative","Davis et al., 2020 (TAPIN)",right,,fw120184,,,isomorphic,,,
120495,7.67771794509168e+16,720575940627373342,90000.0,79224.0,3950.0,90000.0,79224.0,3950.0,1953713.0,intrinsic,optic,ME>LO,,,MLt2,,,,acetylcholine,0.837145868253816,,,left,,fw120590,,,isomorphic,,,
121376,7.56511421719167e+16,720575940615537810,73585.0,76885.0,4194.0,73478.0,81211.0,3432.0,,intrinsic,optic,ME,,,pDm8,,,,glutamate,0.530011922448997,glutamate,"Davis et al., 2020 (TAPIN)",left,,fw121473,,,isomorphic,,,
121420,7.49449809637438e+16,720575940650330233,62947.0,40164.0,5600.0,64599.0,37931.0,5455.0,,intrinsic,optic,ME>LO,,,Tm5c,,,,glutamate,0.462452187356891,,,left,,fw121518,,,isomorphic,,,
121704,7.51572553598815e+16,720575940621413291,65637.0,57028.0,4832.0,55203.0,57620.0,4392.0,,intrinsic,optic,ME>LO,,,Tm8b,,,,acetylcholine,0.885684627197185,,,left,,fw121801,,,isomorphic,,,
121854,7.43135865453307e+16,720575940619583099,53313.0,68654.0,6374.0,50811.0,69318.0,6539.0,,intrinsic,optic,ME,,,Dm15,,,,gaba,0.572141859975606,glutamate,"Nern et al., 2024 (EASI-FISH)",left,,fw121951,,,isomorphic,,,
122478,8.5078835703962e+16,720575940618154726,210572.0,51198.0,3037.0,,,,,afferent,sensory,visual,,,R1-6,,,,acetylcholine,0.537125085433588,histamine,"Davis et al., 2020 (TAPIN)",right,,fw122577,,,isomorphic,,,
122713,8.54327410757826e+16,720575940630772279,214970.0,81911.0,3157.0,,,,,afferent,sensory,visual,,,R1-6,,,,acetylcholine,0.373066842344908,histamine,"Davis et al., 2020 (TAPIN)",right,,fw122813,,,isomorphic,,,
123410,7.97289557874555e+16,720575940625031916,132685.0,23300.0,3348.0,,,,,afferent,sensory,visual,ocellar,,,,,,serotonin,0.331568873750972,,,center,OCN,fw123510,FBbt_00004242,,isomorphic,,,
124011,8.49398162694088e+16,720575940615318178,208685.0,77259.0,3335.0,,,,,afferent,sensory,visual,,,R7,,,,gaba,0.453194073921846,histamine,"Davis et al., 2020 (TAPIN)",right,,fw124110,,,isomorphic,,,
124189,8.395589080166e+16,720575940650462841,193972.0,95482.0,3462.0,,,,,afferent,sensory,visual,,,R7,,,,glutamate,0.619437493339203,histamine,"Davis et al., 2020 (TAPIN)",right,,fw124288,,,isomorphic,,,
125561,8.48675233128299e+16,720575940630861372,207090.0,48744.0,2912.0,,,,,afferent,sensory,visual,,,R1-6,,,,glutamate,0.482857970276942,histamine,"Davis et al., 2020 (TAPIN)",right,,fw125660,,,isomorphic,,,
126400,7.48045181515068e+16,720575940635590810,60664.0,44260.0,3741.0,,,,,afferent,sensory,visual,,,R1-6,,,,acetylcholine,0.394171541360103,histamine,"Davis et al., 2020 (TAPIN)",left,,fw126503,,,isomorphic,,,
127115,8.47974984342492e+16,720575940612744410,206000.0,53848.0,4762.0,212161.0,56390.0,4799.0,,intrinsic,optic,ME,,,Mi2,,,,gaba,0.433781794696489,,,right,,fw127218,,,isomorphic,,,
128181,7.51587672553824e+16,720575940624215078,65996.0,80433.0,5264.0,55970.0,84973.0,5119.0,,intrinsic,optic,ME,,,Sm02,,,,acetylcholine,0.78098910415489,,,left,,fw128286,,,isomorphic,,,
128378,7.5722060672019e+16,720575940660803201,74659.0,85608.0,4279.0,70427.0,85904.0,3818.0,,intrinsic,optic,ME,,,Dm3p,,,,glutamate,0.725280896373167,glutamate,"Davis et al., 2020 (TAPIN)",left,,fw128483,,,isomorphic,,,
129598,7.4382855442326e+16,720575940631117111,54604.0,52099.0,3799.0,,,,,afferent,sensory,visual,,,R1-6,,,,acetylcholine,0.648888468742371,histamine,"Davis et al., 2020 (TAPIN)",left,,fw129705,,,isomorphic,,,
130116,7.42437672214226e+16,720575940618423993,52182.0,76851.0,3797.0,,,,,afferent,sensory,visual,,,R1-6,,,,acetylcholine,0.663610390373309,histamine,"Davis et al., 2020 (TAPIN)",left,,fw130223,,,isomorphic,,,
130219,7.41006933377729e+16,720575940623253974,50849.0,42560.0,4164.0,,,,,afferent,sensory,visual,,,R1-6,,,,glutamate,0.587277602215634,histamine,"Davis et al., 2020 (TAPIN)",left,,fw130326,,,isomorphic,,,
131078,7.39609179220448e+16,720575940632011871,49014.0,56386.0,4141.0,,,,,afferent,sensory,visual,,,R1-6,,,,glutamate,0.474940599061427,histamine,"Davis et al., 2020 (TAPIN)",left,,fw131185,,,isomorphic,,,
131138,7.43122118204118e+16,720575940638960100,53923.0,48373.0,3910.0,,,,,afferent,sensory,visual,,,R1-6,,,,acetylcholine,0.38388497545791,histamine,"Davis et al., 2020 (TAPIN)",left,,fw131245,,,isomorphic,,,
134283,8.35336096839643e+16,720575940645081288,187821.0,94379.0,3791.0,181800.0,91344.0,5102.0,7780901.0,intrinsic,optic,ME>LA,,,C2,,,,gaba,0.628031367421042,gaba,"Davis et al., 2020 (TAPIN)",right,,fw134391,,,isomorphic,,,
135567,7.48762612853006e+16,720575940645859863,61907.0,64792.0,3802.0,,,,,afferent,sensory,visual,,,R7,,,,gaba,0.465156244244469,histamine,"Davis et al., 2020 (TAPIN)",left,,fw135675,,,isomorphic,,,
135659,7.35386368049236e+16,720575940633146449,42548.0,55332.0,4872.0,,,,,afferent,sensory,visual,DRA,,R8,,,,acetylcholine,0.394254937818324,"histamine; acetylcholine, histamine","Sarthy 1991 (immuno); Davis et al., 2020 (TAPIN)",left,,fw135767,,,isomorphic,,,
135881,7.61448229598197e+16,720575940630510842,79935.0,93069.0,4736.0,79864.0,92992.0,4713.0,1606676.0,intrinsic,optic,ME>LO,,,Tm20,,,,acetylcholine,0.729346367068288,acetylcholine,"Davis et al., 2020 (TAPIN)",left,,fw135989,,,isomorphic,,,
136296,8.4096422198334e+16,720575940622107558,195995.0,92699.0,3717.0,191904.0,95312.0,3163.0,7955233.0,intrinsic,optic,ME,,,Dm9,,,,acetylcholine,0.44749574095503,glutamate,"Davis et al., 2020 (TAPIN)",right,,fw136406,,,isomorphic,,,
136424,7.48763988583047e+16,720575940613218802,61878.0,66483.0,4692.0,52024.0,69368.0,4440.0,938145.0,intrinsic,optic,ME,,,Mi2,,,,gaba,0.475795710972876,,,left,,fw136535,,,isomorphic,,,
136707,7.45945802174704e+16,720575940633192588,58140.0,61588.0,4441.0,45568.0,65088.0,4884.0,556651.0,intrinsic,optic,ME>LO,,,Tm20,,,,acetylcholine,0.621583841232909,acetylcholine,"Davis et al., 2020 (TAPIN)",left,,fw136819,,,isomorphic,,,
137341,7.43847110692663e+16,720575940631620601,54929.0,80428.0,5139.0,,,,,afferent,sensory,visual,,,R8,,,,acetylcholine,0.505172889754497,"histamine; acetylcholine, histamine","Sarthy 1991 (immuno); Davis et al., 2020 (TAPIN)",left,,fw137458,,,isomorphic,,,
139222,8.38826359731958e+16,720575940639303494,193323.0,52549.0,4130.0,183840.0,42176.0,4244.0,7660419.0,intrinsic,optic,,,,MTe05,,,,acetylcholine,0.849726265872294,,,right,,fw049084,,,isomorphic,,,
